Date,Customer_ID,Customer_first_name,Customer_last_name,email,phone_number,Order_ID,Product_ID,Product_Category,Quantity_Sold,Price_per_Unit,Discount,City
2024-02-19,1584,John,Johnson,nicholasstark@example.org,9974673582,954,216,Clothing,4,989.55,77.21,Los Angeles
2024-04-04,1224,Samantha,Lester,kellysmith@example.net,8447108588,955,280,Toys,5,90.67,39.04,Chicago
2024-06-20,1621,Gary,Anderson,jamiebaker@example.org,9553147619,956,451,Beauty,7,671.39,85.17,Houston
2023-12-19,1617,Mary,Myers,jesse07@example.org,8763301425,957,116,Books,3,394.7,78.58,New York
2023-12-11,1945,Brandon,Hubbard,feliciamiller@example.com,8140161698,958,411,Clothing,5,1360.58,16.6,Los Angeles
2024-05-20,1226,Johnny,Fields,cjenkins@example.com,6284147487,959,189,Toys,3,1335.75,82.22,San Diego
2024-03-09,1309,Jamie,Dunn,david96@example.com,2830774229,960,312,Electronics,6,368.85,79.76,Dallas
2024-07-09,1231,Michelle,Davidson,plynch@example.org,8169321732,961,427,Groceries,9,365.51,81.35,San Diego
2024-01-28,1561,Jacob,Taylor,laurathomas@example.com,7969976063,962,380,Toys,1,79.41,65.4,San Jose
2023-10-23,1290,Matthew,Fisher,teresameyer@example.net,2890166439,963,257,Electronics,7,1433.49,66.94,New York
2023-09-28,1818,Vicki,Morgan,christopherbender@example.org,3301127096,964,230,Beauty,5,477.26,51.45,San Jose
2024-05-22,1057,Anne,Cook,kaylaschultz@example.net,6174489514,965,305,Beauty,6,774.34,6.87,New York
2023-10-24,1310,Cole,Padilla,mcbridesusan@example.org,5720885032,966,339,Books,7,323.43,32.72,San Jose
2023-10-14,1050,Kenneth,Woods,vorozco@example.net,0015613113,967,119,Groceries,7,200.23,74.72,Dallas
2024-06-21,1881,Jackson,Brewer,pamelajones@example.com,8565445379,968,320,Groceries,8,806.86,72.62,Chicago
2024-05-24,1076,Brandon,Schmidt,timothycarey@example.com,2221141186,969,441,Electronics,5,565.11,52.29,San Diego
2023-11-25,1280,Douglas,Nielsen,amanda72@example.com,3079038648,970,374,Electronics,8,262.76,15.74,Chicago
2024-02-15,1843,Bryan,Leonard,ynguyen@example.com,4535296604,971,486,Groceries,9,631.34,6.65,Houston
2024-05-31,1047,Terri,Garcia,irobinson@example.org,4023436008,972,265,Sports,3,215.03,63.17,Chicago
2024-01-30,1520,Abigail,Zhang,paceadriana@example.org,3352129692,973,349,Books,1,689.43,56.35,San Diego
2024-09-13,1840,Alyssa,Steele,vincentblackwell@example.net,9031056243,974,149,Toys,3,1116.3,88.87,Dallas
2024-02-11,1274,Aaron,Conner,sriggs@example.com,7315527090,975,324,Furniture,7,236.53,2.13,Los Angeles
2024-03-25,1943,Tyler,Smith,lauren44@example.net,8590617818,976,226,Sports,5,89.42,74.83,New York
2024-04-03,1411,Gregory,Roth,timothy52@example.net,5846239739,977,422,Sports,5,183.05,38.9,Houston
2024-06-24,1879,Julian,Palmer,orivas@example.com,1067989801,978,163,Toys,7,87.17,54.11,San Antonio
2024-04-24,1121,Jamie,Colon,grahammelissa@example.org,3344799403,979,292,Electronics,4,240.71,75.27,New York
2024-01-25,1233,Matthew,Smith,russellleonard@example.org,7976724315,980,132,Beauty,7,38.32,75.23,New York
2024-08-29,1568,Lee,Wilson,ksanchez@example.org,5702146784,981,131,Beauty,5,39.3,53.82,San Antonio
2024-03-07,1148,Mike,Washington,andrew44@example.com,9494461314,982,386,Clothing,9,359.82,66.89,Phoenix
2023-11-08,1076,James,Young,ryanwright@example.com,1144088733,983,415,Electronics,8,585.76,13.25,Dallas
2024-06-07,1538,Ashley,Smith,ryanmarquez@example.net,3670457302,984,231,Sports,2,1112.02,45.93,Dallas
2024-09-08,1192,Ashley,Gilbert,stanley53@example.org,6215719865,985,188,Furniture,3,964.97,65.36,Dallas
2023-12-17,1260,Natasha,Booth,spencerjames@example.net,1651458981,986,454,Sports,5,1471.28,29.02,Philadelphia
2024-08-05,1243,Andrew,Luna,salinaswilliam@example.org,3161409526,987,270,Furniture,1,462.95,89.78,New York
2024-09-18,1114,Shane,Lang,mgonzales@example.net,2537182797,988,261,Furniture,6,1494.76,85.21,Philadelphia
2024-04-22,1997,Ryan,Hawkins,jocelyn84@example.net,5522724921,989,217,Books,2,1456.32,50.99,Phoenix
2024-04-11,1570,John,Jensen,lawsonnathan@example.org,8698061910,990,171,Toys,3,456.02,9.08,San Diego
2024-02-10,1409,Jennifer,Thomas,royjoel@example.com,9719629818,991,465,Clothing,5,1457.47,16.01,San Jose
2024-01-10,1244,Michelle,Robinson,xscott@example.com,5264301839,992,252,Electronics,1,840.26,71.69,San Diego
2024-09-14,1738,Frank,Chandler,omiller@example.net,4197508027,993,471,Electronics,9,358.99,48.9,Chicago
2024-02-08,1342,Matthew,Shaffer,louis54@example.com,3993582275,994,250,Furniture,9,745.72,29.27,San Diego
2024-04-15,1858,Carolyn,Martin,owensamber@example.net,8293190211,995,417,Electronics,2,433.16,30.49,Philadelphia
2023-12-23,1972,Matthew,Williams,carolynbowen@example.org,4993814551,996,310,Books,4,1097.23,32.64,Phoenix
2023-11-27,1563,April,Bates,felicia60@example.net,7354272063,997,211,Beauty,5,110.62,88.6,Dallas
2023-12-07,1364,Nancy,Sweeney,rhodesdaniel@example.com,9453341617,998,401,Toys,4,490.47,51.39,Philadelphia
2024-06-06,1560,Timothy,Allen,shellycollins@example.com,5963163431,999,215,Clothing,2,1092.01,82.2,San Jose
2023-10-31,1118,Kimberly,Martin,gestrada@example.org,3370405159,1000,450,Sports,7,628.92,6.91,Los Angeles
